status,course,gender,marital_status,attendance,scholarship_holder,tuition_up_to_date,debtor,displaced,international,age_at_enrollment,age_group,admission_grade,prev_qualification_grade,units_1st_sem_enrolled,units_1st_sem_approved,grade_1st_sem,units_2nd_sem_enrolled,units_2nd_sem_approved,grade_2nd_sem,approval_ratio_2nd_sem,is_dropout,dropout_risk_score
Enrolled,Management,Female,Single,Daytime,No,Yes,No,No,No,53,40+,118.0,160.0,15,15,11.8,13,12,11.666666666666666,0.923,0,0.137
Dropout,Oral Hygiene,Female,Single,Daytime,No,No,Yes,No,Yes,54,40+,169.2,133.1,7,0,0.0,5,0,0.0,0.0,1,1.0
Enrolled,Social Service (evening),Female,Single,Evening,No,Yes,No,No,No,49,40+,106.8,120.0,6,5,12.333333333333334,6,4,11.5,0.667,0,0.601
Dropout,Basic Education,Female,Married,Daytime,No,Yes,No,No,No,34,30-39,100.0,133.1,12,11,13.0,13,8,11.875,0.615,1,0.671
Dropout,Social Service (evening),Female,Divorced,Evening,No,Yes,No,No,No,45,40+,144.5,133.1,6,4,12.5,6,3,11.666666666666666,0.5,1,0.763
Graduate,Social Service (evening),Female,Divorced,Evening,Yes,Yes,No,No,No,47,40+,134.5,133.1,6,5,12.2,6,4,11.25,0.667,0,0.175
Enrolled,Social Service,Female,Single,Daytime,No,Yes,No,Yes,No,22,21-24,114.3,122.0,10,8,11.0,7,5,11.2,0.714,0,0.588
Dropout,Management (evening),Female,Married,Evening,No,Yes,No,No,No,33,30-39,113.4,133.1,5,1,10.0,5,2,12.0,0.4,1,0.964
Graduate,Social Service (evening),Female,Married,Evening,Yes,Yes,No,No,No,43,40+,128.0,140.0,6,6,12.333333333333334,6,6,11.5,1.0,0,0.03
Graduate,Agronomy,Female,Single,Daytime,No,Yes,No,No,No,54,40+,120.0,120.0,13,13,14.307692307692308,12,12,15.23076923076923,1.0,0,0.022
Graduate,Social Service (evening),Female,Single,Evening,No,Yes,No,No,No,39,30-39,147.5,130.0,11,11,14.454545454545457,8,8,13.5,1.0,0,0.055
Graduate,Management (evening),Female,Married,Evening,No,Yes,No,No,No,39,30-39,120.7,120.0,5,5,11.0,5,5,13.2,1.0,0,0.072
Graduate,Basic Education,Female,Single,Daytime,Yes,Yes,No,No,No,18,17-20,153.7,153.0,6,6,13.142857142857142,6,6,12.833333333333334,1.0,0,0.017
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,No,No,19,17-20,121.9,131.0,6,6,13.75,6,6,11.857142857142858,1.0,0,0.032
Graduate,Advertising & Marketing,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,119.4,126.0,6,6,14.0,6,5,13.8,0.833,0,0.079
Graduate,Social Service (evening),Female,Married,Evening,No,Yes,No,No,No,44,40+,157.8,110.0,8,8,13.75,6,6,12.5,1.0,0,0.07
Dropout,Management (evening),Female,Single,Evening,No,Yes,No,No,No,27,25-29,154.0,150.0,5,0,0.0,5,0,0.0,0.0,1,0.998
Graduate,Advertising & Marketing,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,135.9,131.0,6,6,13.166666666666666,6,6,12.428571428571429,1.0,0,0.027
Dropout,Social Service (evening),Female,Married,Evening,No,Yes,No,No,No,45,40+,130.0,130.0,12,9,12.444444444444445,7,6,12.0,0.857,1,0.325
Graduate,Basic Education,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,118.9,122.0,6,6,12.666666666666666,6,5,13.0,0.833,0,0.114
Graduate,Social Service (evening),Female,Married,Evening,No,Yes,No,No,No,40,40+,152.4,151.0,6,6,11.333333333333334,6,6,10.5,1.0,0,0.045
Enrolled,Management (evening),Female,Single,Evening,No,Yes,No,No,No,40,40+,147.8,120.0,5,4,11.25,5,5,12.0,1.0,0,0.269
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,No,No,18,17-20,100.0,136.0,7,7,13.6125,8,8,14.575,1.0,0,0.027
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,21,21-24,129.0,140.0,8,7,12.414285714285716,8,7,12.414285714285716,0.875,0,0.094
Graduate,Animation & Multimedia Design,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,148.9,131.0,0,0,0.0,0,0,0.0,,0,0.434
Enrolled,Management (evening),Female,Married,Evening,No,Yes,No,No,No,36,30-39,120.0,120.0,12,11,11.5,12,12,11.4375,1.0,0,0.059
Dropout,Social Service (evening),Female,Married,Evening,No,Yes,No,No,No,27,25-29,170.0,170.0,5,0,0.0,6,0,0.0,0.0,1,0.995
Graduate,Oral Hygiene,Female,Married,Daytime,No,Yes,No,No,Yes,32,30-39,130.0,100.0,7,7,11.0,8,8,13.125,1.0,0,0.001
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,119.2,116.0,6,6,14.0,6,6,13.5,1.0,0,0.028
Dropout,Social Service (evening),Female,Single,Evening,No,Yes,No,No,No,37,30-39,129.0,133.1,6,4,12.0,6,3,12.0,0.5,1,0.818
Graduate,Journalism & Communication,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,132.5,136.0,6,6,12.5,6,6,12.5,1.0,0,0.073
Graduate,Social Service (evening),Female,Divorced,Evening,Yes,Yes,No,No,No,41,40+,115.0,160.0,6,6,11.333333333333334,6,6,11.333333333333334,1.0,0,0.024
Graduate,Nursing,Female,Married,Daytime,Yes,Yes,No,No,No,18,17-20,128.0,140.0,7,6,14.066666666666668,7,6,14.066666666666668,0.857,0,0.022
Graduate,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,No,No,21,21-24,125.1,130.0,9,8,13.555555555555555,7,7,13.571428571428571,1.0,0,0.024
Dropout,Agronomy,Female,Single,Daytime,No,No,Yes,Yes,No,23,21-24,140.0,140.0,6,5,11.6,6,4,12.25,0.667,1,0.976
Dropout,Journalism & Communication,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,120.9,123.0,6,0,0.0,6,0,0.0,0.0,1,0.999
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,135.3,143.0,8,8,13.27625,8,8,13.27625,1.0,0,0.016
Dropout,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,No,No,21,21-24,125.2,133.1,6,0,0.0,6,0,0.0,0.0,1,0.996
Graduate,Social Service,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,135.7,136.0,6,6,14.375,6,6,14.75,1.0,0,0.037
Dropout,Management,Female,Legally separated,Daytime,No,Yes,No,No,No,47,40+,110.0,133.1,5,0,0.0,5,0,0.0,0.0,1,0.994
Enrolled,Social Service (evening),Female,Legally separated,Evening,Yes,Yes,No,No,No,48,40+,119.0,133.1,6,6,10.666666666666666,6,5,11.8,0.833,0,0.036
Graduate,Social Service (evening),Female,Married,Evening,No,Yes,No,No,No,39,30-39,110.0,110.0,13,12,13.416666666666666,10,10,14.5,1.0,0,0.034
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,115.2,118.0,7,6,12.97166666666667,8,7,12.321428571428571,0.875,0,0.11
Dropout,Management (evening),Female,Single,Evening,No,Yes,No,No,No,38,30-39,112.9,110.0,15,14,10.928571428571429,14,12,11.833333333333334,0.857,1,0.287
Dropout,Agronomy,Female,Facto union,Daytime,No,No,Yes,No,No,27,25-29,119.4,133.1,6,0,0.0,6,0,0.0,0.0,1,1.0
Graduate,Animation & Multimedia Design,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,152.9,162.0,0,0,0.0,0,0,0.0,,0,0.299
Enrolled,Social Service (evening),Female,Single,Evening,No,Yes,No,No,No,34,30-39,117.5,155.0,6,4,13.25,6,0,0.0,0.0,0,0.994
Dropout,Social Service,Female,Married,Daytime,No,Yes,No,No,No,48,40+,98.5,133.1,6,6,11.333333333333334,6,5,12.4,0.833,1,0.18
Dropout,Advertising & Marketing,Female,Single,Daytime,No,Yes,No,No,No,25,25-29,108.0,150.0,5,1,11.0,5,0,0.0,0.0,1,0.997
Graduate,Nursing,Female,Married,Daytime,Yes,Yes,No,No,No,32,30-39,120.0,133.1,8,7,12.757142857142856,8,7,12.757142857142856,0.875,0,0.032
Graduate,Journalism & Communication,Female,Single,Daytime,Yes,Yes,No,No,No,18,17-20,150.2,154.0,6,6,14.5,6,6,14.666666666666666,1.0,0,0.02
Graduate,Social Service (evening),Female,Single,Evening,No,Yes,Yes,No,No,20,17-20,139.2,140.0,6,6,13.833333333333334,6,6,14.571428571428571,1.0,0,0.127
Graduate,Management,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,130.0,158.0,5,4,11.25,5,5,10.4,1.0,0,0.144
Dropout,Animation & Multimedia Design,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,115.7,122.0,0,0,0.0,0,0,0.0,,1,0.378
Enrolled,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,127.0,136.0,8,1,13.67,8,1,13.67,0.125,0,0.933
Dropout,Management (evening),Female,Single,Evening,No,Yes,No,Yes,No,39,30-39,118.1,133.1,5,0,0.0,5,2,12.5,0.4,1,0.919
Dropout,Equinculture,Female,Single,Daytime,No,Yes,Yes,Yes,No,29,25-29,119.1,132.0,5,1,13.0,5,0,0.0,0.0,1,0.994
Dropout,Management (evening),Female,Single,Evening,No,Yes,Yes,No,No,36,30-39,111.9,130.0,5,0,0.0,5,0,0.0,0.0,1,0.999
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,130.5,144.0,8,7,11.971428571428572,8,7,11.971428571428572,0.875,0,0.099
Dropout,Social Service (evening),Female,Married,Evening,No,Yes,No,No,No,51,40+,135.0,133.1,6,0,0.0,6,0,0.0,0.0,1,0.999
Dropout,Journalism & Communication,Female,Single,Daytime,No,Yes,Yes,No,Yes,23,21-24,130.0,133.1,6,1,16.0,6,4,12.25,0.667,1,0.686
Dropout,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,21,21-24,150.0,150.0,6,0,0.0,6,0,0.0,0.0,1,0.999
Dropout,Basic Education,Female,Single,Daytime,No,No,No,Yes,No,28,25-29,150.2,150.0,6,4,12.75,5,0,0.0,0.0,1,0.998
Enrolled,Management (evening),Female,Married,Evening,No,Yes,No,No,No,34,30-39,127.1,110.0,5,4,11.0,5,4,10.75,0.8,0,0.272
Dropout,Social Service (evening),Female,Single,Evening,No,Yes,No,No,No,41,40+,107.5,100.0,2,0,0.0,6,0,0.0,0.0,1,0.996
Graduate,Social Service (evening),Female,Divorced,Evening,Yes,Yes,No,No,No,43,40+,130.0,100.0,6,5,12.2,6,6,12.333333333333334,1.0,0,0.023
Enrolled,Oral Hygiene,Female,Married,Daytime,No,Yes,No,Yes,Yes,28,25-29,152.8,133.1,7,7,12.428571428571429,8,8,12.3,1.0,0,0.211
Graduate,Animation & Multimedia Design,Female,Single,Daytime,Yes,Yes,No,No,No,19,17-20,160.1,145.0,12,12,14.5,11,11,13.583333333333334,1.0,0,0.001
Graduate,Agronomy,Female,Single,Daytime,No,Yes,No,No,No,26,25-29,140.0,130.0,12,6,13.0,12,11,13.833333333333334,0.917,0,0.45
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,110.7,118.0,7,7,11.714285714285714,8,8,12.75,1.0,0,0.032
Dropout,Basic Education,Female,Married,Daytime,No,Yes,No,No,No,45,40+,138.3,133.1,7,4,10.25,7,3,13.0,0.429,1,0.912
Dropout,Basic Education,Female,Single,Daytime,No,Yes,No,No,No,19,17-20,150.0,150.0,6,0,0.0,6,0,0.0,0.0,1,0.996
Graduate,Advertising & Marketing,Female,Single,Daytime,No,Yes,No,No,No,20,17-20,112.3,113.0,6,6,12.375,6,6,13.142857142857142,1.0,0,0.065
Graduate,Basic Education,Female,Single,Daytime,No,Yes,No,No,No,18,17-20,122.0,136.0,6,6,12.666666666666666,6,6,12.0,1.0,0,0.037
Dropout,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,27,25-29,141.7,140.0,6,3,10.5,6,1,12.0,0.167,1,0.986
Graduate,Agronomy,Female,Married,Daytime,No,Yes,No,No,No,20,17-20,118.4,131.0,6,6,14.125,6,5,12.6,0.833,0,0.1
Graduate,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,128.7,138.0,6,6,14.666666666666666,6,6,13.833333333333334,1.0,0,0.066
Enrolled,Advertising & Marketing,Female,Married,Daytime,No,Yes,No,No,No,35,30-39,100.0,100.0,5,5,11.4,5,3,12.333333333333334,0.6,0,0.366
Dropout,Animation & Multimedia Design,Female,Single,Daytime,No,Yes,No,No,No,26,25-29,100.8,140.0,0,0,0.0,0,0,0.0,,1,0.666
Graduate,Social Service,Female,Divorced,Daytime,Yes,Yes,No,Yes,No,39,30-39,125.5,120.0,6,6,14.0,6,5,14.8,0.833,0,0.056
Graduate,Animation & Multimedia Design,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,124.0,139.0,0,0,0.0,0,0,0.0,,0,0.352
Dropout,Nursing,Female,Single,Daytime,No,Yes,No,No,No,36,30-39,130.0,130.0,7,0,0.0,7,0,0.0,0.0,1,0.987
Graduate,Social Service (evening),Female,Married,Evening,No,Yes,No,No,No,38,30-39,160.5,110.0,11,11,12.636363636363637,8,8,11.0,1.0,0,0.063
Dropout,Basic Education,Female,Married,Daytime,No,Yes,No,No,No,45,40+,100.0,133.1,6,3,12.333333333333334,6,2,11.0,0.333,1,0.95
Graduate,Tourism,Female,Facto union,Daytime,No,Yes,No,No,No,62,40+,103.0,133.1,6,6,15.0,6,6,12.833333333333334,1.0,0,0.11
Graduate,Advertising & Marketing,Female,Single,Daytime,Yes,Yes,No,Yes,No,20,17-20,103.0,133.1,6,4,11.75,6,6,12.666666666666666,1.0,0,0.112
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,131.5,139.0,8,7,14.13714285714286,8,7,14.13714285714286,0.875,0,0.054
Dropout,Communication Design,Female,Single,Daytime,No,Yes,No,No,No,18,17-20,121.4,134.0,6,2,12.0,6,1,11.0,0.167,1,0.975
Graduate,Management (evening),Female,Married,Evening,No,Yes,No,No,No,23,21-24,137.3,160.0,5,5,10.8,5,4,11.5,0.8,0,0.134
Dropout,Communication Design,Female,Single,Daytime,Yes,Yes,Yes,Yes,No,19,17-20,138.4,124.0,6,6,13.285714285714286,6,6,12.5,1.0,1,0.097
Graduate,Management,Female,Single,Daytime,Yes,Yes,Yes,Yes,No,19,17-20,131.1,137.0,5,5,13.6,5,5,12.6,1.0,0,0.159
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,No,No,18,17-20,100.0,157.0,7,7,13.55,8,8,14.1875,1.0,0,0.03
Enrolled,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,133.0,138.0,8,0,0.0,8,0,0.0,0.0,0,0.997
Graduate,Social Service (evening),Female,Single,Evening,No,Yes,No,No,No,41,40+,100.0,100.0,6,4,13.5,6,6,11.166666666666666,1.0,0,0.144
Graduate,Advertising & Marketing,Female,Single,Daytime,Yes,Yes,No,No,No,51,40+,159.0,130.0,6,5,11.6,6,5,14.2,0.833,0,0.212
Graduate,Social Service,Female,Single,Daytime,No,Yes,No,Yes,No,24,21-24,120.6,133.1,10,10,12.5,7,4,12.6,0.571,0,0.642
Dropout,Management (evening),Female,Single,Evening,No,Yes,No,No,No,25,25-29,134.0,120.0,5,1,11.0,5,2,12.666666666666666,0.4,1,0.925
Enrolled,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,No,No,18,17-20,139.4,150.0,5,3,12.0,5,4,13.0,0.8,0,0.244
Graduate,Management,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,116.5,128.0,5,4,11.6,5,3,12.333333333333334,0.6,0,0.536
Dropout,Animation & Multimedia Design,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,113.9,124.0,0,0,0.0,0,0,0.0,,1,0.419
Graduate,Management (evening),Female,Facto union,Evening,No,Yes,No,No,No,41,40+,130.0,130.0,10,10,14.636363636363637,10,10,14.6,1.0,0,0.034
Graduate,Tourism,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,129.9,132.0,6,6,13.0,6,6,12.166666666666666,1.0,0,0.026
Dropout,Basic Education,Female,Single,Daytime,No,Yes,No,No,No,28,25-29,133.7,133.1,18,14,12.785714285714286,17,16,13.875,0.941,1,0.161
Graduate,Communication Design,Female,Single,Daytime,No,Yes,No,Yes,No,21,21-24,124.8,129.0,6,6,14.5,6,5,12.0,0.833,0,0.189
Dropout,Veterinary Nursing,Female,Single,Daytime,No,No,No,Yes,No,22,21-24,133.6,135.0,5,4,14.6,5,4,12.75,0.8,1,0.669
Graduate,Journalism & Communication,Female,Single,Daytime,No,No,No,Yes,No,18,17-20,133.5,138.0,6,6,12.5,6,6,12.166666666666666,1.0,0,0.495
Graduate,Communication Design,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,128.0,135.0,6,6,14.0,6,6,13.125,1.0,0,0.023
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,127.2,131.0,7,7,13.801428571428572,8,8,14.575,1.0,0,0.013
Graduate,Basic Education,Female,Single,Daytime,No,No,Yes,No,No,25,25-29,150.0,150.0,6,6,14.428571428571429,6,6,13.666666666666666,1.0,0,0.697
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,127.8,133.0,7,6,14.35,7,6,14.35,0.857,0,0.052
Graduate,Communication Design,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,125.2,135.0,6,6,14.333333333333334,6,6,13.5,1.0,0,0.058
Enrolled,Basic Education,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,110.0,118.0,6,4,12.25,6,4,11.5,0.667,0,0.725
Graduate,Social Service (evening),Female,Married,Evening,No,Yes,No,No,No,46,40+,100.0,100.0,6,6,13.333333333333334,6,6,11.833333333333334,1.0,0,0.04
Graduate,Animation & Multimedia Design,Female,Single,Daytime,No,No,No,Yes,No,19,17-20,151.4,158.0,12,12,13.0,11,11,13.25,1.0,0,0.028
Enrolled,Tourism,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,125.1,137.0,6,4,11.75,6,5,11.2,0.833,0,0.33
Graduate,Equinculture,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,163.3,172.0,6,6,14.5,6,4,13.0,0.667,0,0.177
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,118.0,123.0,8,7,11.82,8,7,11.82,0.875,0,0.04
Dropout,Journalism & Communication,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,140.2,144.0,6,0,0.0,6,0,0.0,0.0,1,0.999
Graduate,Social Service (evening),Female,Married,Evening,Yes,Yes,No,No,No,38,30-39,128.5,140.0,6,5,12.4,6,6,12.666666666666666,1.0,0,0.034
Graduate,Journalism & Communication,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,131.5,136.0,6,6,12.571428571428571,6,6,11.857142857142858,1.0,0,0.069
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,132.6,137.0,7,7,13.857142857142858,8,8,14.9,1.0,0,0.016
Graduate,Social Service,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,122.1,128.0,6,5,11.833333333333334,6,5,13.8,0.833,0,0.265
Enrolled,Management,Female,Single,Daytime,No,Yes,No,No,No,20,17-20,112.0,120.0,5,4,11.0,5,4,11.5,0.8,0,0.331
Graduate,Equinculture,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,133.0,130.0,6,6,14.666666666666666,6,6,13.666666666666666,1.0,0,0.058
Dropout,Social Service (evening),Female,Divorced,Evening,No,No,No,No,No,37,30-39,127.0,138.0,4,0,0.0,5,0,0.0,0.0,1,0.999
Enrolled,Nursing,Female,Single,Daytime,No,Yes,No,No,No,24,21-24,130.0,148.0,8,7,12.714285714285714,8,7,12.714285714285714,0.875,0,0.08
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,136.4,139.0,7,7,13.422222222222224,8,7,12.18888888888889,0.875,0,0.086
Dropout,Journalism & Communication,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,129.0,136.0,6,6,14.0,6,5,12.2,0.833,1,0.114
Dropout,Oral Hygiene,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,119.0,126.0,7,7,12.142857142857142,8,8,13.375,1.0,1,0.017
Graduate,Management,Female,Single,Daytime,Yes,Yes,Yes,Yes,No,18,17-20,128.0,135.0,5,5,12.8,5,5,13.0,1.0,0,0.135
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,117.1,122.0,7,7,14.572857142857142,8,8,14.955555555555556,1.0,0,0.011
Graduate,Management,Female,Single,Daytime,No,Yes,No,No,No,18,17-20,136.3,137.0,5,4,11.25,5,4,11.0,0.8,0,0.256
Enrolled,Management,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,124.6,127.0,5,2,10.0,5,4,11.75,0.8,0,0.497
Dropout,Equinculture,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,130.7,137.0,6,5,14.4,6,4,14.6,0.667,1,0.381
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,115.2,125.0,7,7,12.982857142857142,8,8,14.4625,1.0,0,0.027
Graduate,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,130.2,141.0,6,6,15.75,6,6,13.0,1.0,0,0.101
Dropout,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,No,No,18,17-20,128.5,132.0,6,5,12.285714285714286,6,3,14.0,0.5,1,0.519
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,95.0,133.1,7,6,13.755,8,7,13.571428571428571,0.875,0,0.126
Graduate,Advertising & Marketing,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,119.4,132.0,6,6,13.833333333333334,6,6,13.5,1.0,0,0.036
Dropout,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,123.5,142.0,7,0,0.0,8,0,0.0,0.0,1,1.0
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,133.9,136.0,7,7,14.711111111111112,8,8,14.627777777777778,1.0,0,0.035
Graduate,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,145.2,150.0,11,11,14.615384615384617,9,9,13.7,1.0,0,0.019
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,No,No,18,17-20,118.8,130.0,7,7,13.677142857142858,8,8,14.533333333333331,1.0,0,0.017
Graduate,Veterinary Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,123.4,136.0,5,5,13.166666666666666,5,5,12.8,1.0,0,0.024
Graduate,Social Service,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,123.0,138.0,6,5,10.8,6,5,11.333333333333334,0.833,0,0.355
Graduate,Equinculture,Female,Single,Daytime,No,Yes,No,No,No,19,17-20,118.4,131.0,5,3,12.0,5,5,12.833333333333334,1.0,0,0.181
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,No,No,18,17-20,131.6,147.0,7,6,13.958333333333334,8,8,14.71875,1.0,0,0.03
Dropout,Basic Education,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,122.3,140.0,6,4,13.0,6,4,12.25,0.667,1,0.646
Graduate,Animation & Multimedia Design,Female,Single,Daytime,Yes,Yes,No,Yes,No,24,21-24,151.7,152.0,0,0,0.0,0,0,0.0,,0,0.334
Graduate,Animation & Multimedia Design,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,176.0,169.0,0,0,0.0,0,0,0.0,,0,0.244
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,133.0,149.0,8,7,14.0,8,7,14.0,0.875,0,0.041
Enrolled,Journalism & Communication,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,139.8,137.0,6,6,12.571428571428571,6,6,12.571428571428571,1.0,0,0.114
Dropout,Journalism & Communication,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,119.6,122.0,6,4,12.0,6,3,11.333333333333334,0.5,1,0.847
Graduate,Social Service (evening),Female,Single,Evening,Yes,Yes,No,No,No,35,30-39,134.0,130.0,8,8,13.625,7,7,14.0,1.0,0,0.014
Graduate,Management,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,132.0,145.0,5,4,12.5,5,4,10.0,0.8,0,0.337
Dropout,Basic Education,Female,Single,Daytime,No,Yes,No,No,No,28,25-29,130.0,130.0,15,14,12.428571428571429,14,11,11.909090909090908,0.786,1,0.27
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,No,No,21,21-24,141.4,157.0,7,7,13.3875,8,8,15.9,1.0,0,0.059
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,128.9,135.0,7,6,12.648333333333332,8,8,12.205555555555556,1.0,0,0.034
Graduate,Social Service,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,118.1,123.0,6,6,14.0,6,6,13.333333333333334,1.0,0,0.053
Graduate,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,No,No,18,17-20,130.6,139.0,5,5,12.8,5,5,11.857142857142858,1.0,0,0.036
Graduate,Tourism,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,122.0,136.0,6,6,11.333333333333334,6,6,10.833333333333334,1.0,0,0.061
Dropout,Nursing,Female,Single,Daytime,No,No,No,Yes,No,19,17-20,123.0,135.0,7,0,0.0,8,0,0.0,0.0,1,1.0
Graduate,Advertising & Marketing,Female,Single,Daytime,Yes,Yes,No,Yes,No,20,17-20,126.7,126.0,6,6,14.166666666666666,6,6,13.0,1.0,0,0.033
Graduate,Journalism & Communication,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,126.6,122.0,6,6,12.833333333333334,6,6,13.833333333333334,1.0,0,0.048
Dropout,Basic Education,Female,Single,Daytime,No,No,Yes,No,No,19,17-20,125.4,125.0,7,4,12.0,7,6,11.833333333333334,0.857,1,0.951
Dropout,Journalism & Communication,Female,Single,Daytime,Yes,Yes,No,Yes,No,20,17-20,136.1,134.0,6,6,13.0,6,6,13.142857142857142,1.0,1,0.031
Enrolled,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,128.8,130.0,7,6,13.39,8,7,12.757142857142856,0.875,0,0.153
Graduate,Advertising & Marketing,Female,Single,Daytime,No,No,No,Yes,No,18,17-20,111.1,110.0,6,6,12.333333333333334,6,5,13.6,0.833,0,0.563
Graduate,Communication Design,Female,Single,Daytime,Yes,Yes,No,No,No,21,21-24,135.9,131.0,6,6,12.571428571428571,6,6,11.625,1.0,0,0.027
Graduate,Tourism,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,119.6,122.0,6,6,12.333333333333334,6,6,12.833333333333334,1.0,0,0.026
Graduate,Basic Education,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,116.7,123.0,6,5,13.0,6,4,10.75,0.667,0,0.494
Enrolled,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,No,No,19,17-20,126.0,146.0,5,3,12.333333333333334,5,4,10.25,0.8,0,0.388
Dropout,Journalism & Communication,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,134.2,137.0,6,6,13.166666666666666,6,5,14.2,0.833,1,0.154
Graduate,Management,Female,Single,Daytime,Yes,Yes,No,No,No,18,17-20,123.0,130.0,5,5,13.333333333333334,5,5,13.6,1.0,0,0.027
